verb,object,count
splash,ankle,4
splash,way,4
splash,foot,3
splash,grass,3
splash,hand,3
splatter,face,22
splatter,wall,17
splatter,windshield,8
splatter,clothe,4
splatter,shirt,4
splatter,snow,3
splatter,front,3
splinter,wood,7
splinter,leg,3
splinter,side,3
split,face,359
split,air,312
split,sky,97
split,lip,52
split,silence,26
split,skull,21
split,middle,17
split,darkness,16
split,gram,12
split,night,12
split,feature,10
split,skin,10
split,force,9
split,pea,8
split,wall,7
split,head,7
split,time,7
split,mouth,6
split,way,5
split,bean,5
split,tree,5
split,wood,4
split,stillness,4
split,stone,4
split,part,4
split,beard,4
split,side,4
split,room,3
split,helmet,3
split,surface,3
split,year,3
split,cloud,3
split,garden,3
split,man,3
spoil,broth,9
spoil,child,5
spoil,effect,4
spoil,aim,4
spoil,pie,3
spoil,kid,3
sponsor,forum,3
sport,beard,11
sport,bruise,8
sport,ring,4
sport,growth,4
sport,leaf,3
sport,bandage,3
sport,grin,3
sport,feather,3
spot,vision,5
spot,cat,4
spot,sign,4
spot,flash,4
spot,ship,4
spot,man,4
spot,car,4
spot,attacker,4
spot,figure,3
spot,descent,3
spot,chest,3
spot,valley,3
spot,iron,3
spot,word,3
spout,steam,3
spout,water,3
sprawl,face,4
spray,face,26
spray,wall,9
spray,blood,6
spray,water,5
spray,ceiling,4
spray,cone,4
spray,area,4
spray,body,3
spread,hand,123
spread,wing,123
spread,leg,76
spread,arm,67
spread,lip,64
spread,word,36
spread,rumor,25
spread,neck,22
spread,branch,20
spread,thigh,19
spread,blanket,18
spread,cheek,17
spread,warmth,16
spread,light,15
spread,finger,12
spread,face,10
spread,ray,7
spread,news,7
spread,glow,6
spread,skirt,6
spread,fold,6
spread,tale,6
spread,foot,6
spread,mouth,5
spread,pussy,5
spread,body,5
spread,limb,5
spread,chest,5
spread,gossip,5
spread,side,4
spread,throat,4
spread,fear,4
spread,world,4
spread,distance,4
spread,shadow,4
spread,feather,3
spread,petal,3
spread,darkness,3
spread,ass,3
spread,force,3
spread,bale,3
spread,wetness,3
spring,leak,30
spring,trap,6
spring,surprise,4
spring,ajar,3
sprinkle,water,7
sprinkle,sky,3
sprinkle,nose,3
sprinkle,space,3
sprinkle,face,3
sprint,door,4
sprint,hallway,3
sprout,wing,11
sprout,bean,6
sprout,arm,6
sprout,fur,3
sprout,claw,3
spur,horse,48
spur,mount,13
spur,memory,3
spur,boot,3
spurt,blood,10
spurt,smoke,3
spurt,tear,3
spurt,light,3
spurt,steam,3
sputter,smoke,3
spy,banner,4
spy,figure,4
spy,sail,3
spy,woman,3
squad,girl,22
squander,fortune,5
square,shoulder,29
squat,man,3
squawk,bow,3
squeak,underfoot,7
squeeze,hand,141
squeeze,shoulder,135
squeeze,shut,128
squeeze,heart,95
squeeze,trigger,76
squeeze,arm,63
squeeze,breast,44
squeeze,mine,44
squeeze,her,41
squeeze,cock,40
squeeze,chest,37
squeeze,juice,31
squeeze,hip,27
squeeze,ass,23
squeeze,thigh,21
squeeze,waist,21
squeeze,finger,18
squeeze,throat,18
squeeze,eye,13
squeeze,nipple,12
squeeze,air,12
squeeze,wrist,12
squeeze,life,11
squeeze,cheek,10
squeeze,back,9
squeeze,head,9
squeeze,dick,9
squeeze,lung,8
squeeze,neck,8
squeeze,wheel,8
squeeze,knee,8
squeeze,way,7
squeeze,breath,7
squeeze,shaft,6
squeeze,buttock,6
squeeze,leg,6
squeeze,tablespoon,6
squeeze,cup,6
squeeze,bicep,6
squeeze,elbow,4
squeeze,bottom,4
squeeze,tit,4
squeeze,ball,4
squeeze,butt,4
squeeze,flesh,4
squeeze,handle,4
squeeze,side,4
squeeze,go,3
squeeze,palm,3
squeeze,paste,3
squidge,toe,3
squint,eye,16
squint,shut,16
squint,scepticism,3
squirm,hook,6
squirm,back,3
squirt,nose,3
stab,heart,39
stab,chest,12
stab,eye,10
stab,side,8
stab,finger,8
stab,air,7
stab,skin,6
stab,leg,6
stab,hand,5
stab,foot,4
stab,neck,4
stab,button,4
stab,darkness,4
stab,wife,3
stab,stomach,3
stab,bliss,3
stab,knee,3
stab,blotter,3
stable,horse,5
stack,arm,7
stack,chip,4
stack,weapon,3
stag,coup,5
stagger,step,15
stain,cheek,219
stain,hand,50
stain,shirt,42
stain,face,40
stain,floor,33
stain,red,33
stain,skin,28
stain,lip,27
stain,finger,26
stain,ground,23
stain,front,21
stain,sky,20
stain,blade,15
stain,wall,14
stain,snow,13
stain,cheekbone,12
stain,water,11
stain,crimson,11
stain,clothe,11
stain,tooth,11
stain,sheet,10
stain,robe,9
stain,collar,9
stain,dress,9
stain,hair,8
stain,clothing,8
stain,mouth,8
stain,soul,7
stain,pink,7
stain,side,7
stain,fabric,6
stain,leg,6
stain,horizon,6
stain,bandage,6
stain,uniform,5
stain,carpet,5
stain,purple,5
stain,cloth,5
stain,sleeve,5
stain,jacket,5
stain,shoulder,5
stain,chest,4
stain,soil,4
stain,surface,4
stain,color,4
stain,blouse,4
stain,air,4
stain,pant,4
stain,tunic,4
stain,tip,4
stain,cloak,4
stain,deck,4
stain,brown,4
stain,armpit,4
stain,sand,4
stain,chin,4
stain,fur,4
stain,wood,4
stain,arm,4
stain,rock,3
stain,grass,3
stain,stone,3
stain,palm,3
stain,timber,3
stain,metal,3
stain,doublet,3
stain,portion,3
stake,claim,19
stake,place,6
stake,house,4
stake,bulk,3
stalk,prey,13
stalk,land,8
stalk,street,7
stalk,woman,3
stamp,foot,68
stamp,hoof,16
stamp,passport,15
stamp,ground,4
stamp,life,4
stamp,boot,4
stamp,clod,3
stamp,fire,3
stamp,paper,3
stand,guard,471
stand,chance,404
stand,ground,192
stand,motionless,118
stand,watch,42
stand,foot,40
stand,sentry,33
stand,stock,31
stand,test,25
stand,sentinel,23
stand,pace,23
stand,side,22
stand,inch,22
stand,shoulder,15
stand,man,14
stand,distance,13
stand,trial,13
stand,thrice,10
stand,hand,10
stand,face,9
stand,stiffly,9
stand,head,8
stand,vigil,8
stand,duty,7
stand,hair,7
stand,strain,7
stand,sight,7
stand,ajar,6
stand,building,6
stand,chest,5
stand,arm,4
stand,toe,4
stand,door,4
stand,length,4
stand,statue,4
stand,eye,4
stand,ramrod,4
stand,height,4
stand,front,3
stand,nose,3
stand,enemy,3
stand,motorbike,3
stand,amidship,3
stand,expressionless,3
stand,rifle,3
star,window,59
star,eye,16
star,dagger,10
star,expression,4
star,one,3
start,engine,98
start,fire,58
start,descent,51
start,war,42
start,business,36
start,school,31
start,car,31
start,life,28
start,work,25
start,fight,25
start,time,15
start,song,14
start,ascent,13
start,search,12
start,day,11
start,game,10
start,avalanche,9
start,step,9
start,program,8
start,cheek,8
start,chant,7
start,conversation,7
start,motor,7
start,beat,7
start,company,7
start,journey,7
start,rumor,7
start,chorus,7
start,face,6
start,tune,6
start,trouble,6
start,family,6
start,thing,6
start,year,5
start,round,5
start,barking,5
start,sequence,5
start,process,5
start,class,5
start,dancing,5
start,match,4
start,college,4
start,sound,4
start,one,4
start,job,4
start,vehicle,4
start,relationship,4
start,machine,4
start,investigation,4
start,routine,4
start,story,4
start,reaction,4
start,climb,4
start,bloodlust,4
start,campaign,4
start,dinner,3
start,boarding,3
start,thrum,3
start,horse,3
start,van,3
start,racing,3
start,tradition,3
start,decline,3
start,plane,3
start,set,3
start,moment,3
start,tolling,3
start,decent,3
start,clematis,3
start,whispering,3
start,chord,3
start,dance,3
start,minute,3
startle,man,15
startle,hell,4
startle,awake,3
startle,woman,3
state,fact,7
state,case,3
stay,hand,31
stay,indoor,23
stay,expressionless,6
stay,hell,5
stay,friend,4
stay,courier,4
stay,part,4
stay,level,4
stay,baby,3
ste,eye,39
ste,tribe,3
steady,nerve,15
steady,hand,4
steal,breath,269
steal,money,46
steal,attention,35
steal,heart,29
steal,glance,22
steal,word,22
steal,soul,21
steal,car,18
steal,life,12
steal,look,11
steal,voice,10
steal,cheek,10
steal,spine,10
steal,strength,8
steal,body,8
steal,land,7
steal,light,7
steal,thing,7
steal,woman,6
steal,girl,6
steal,gold,6
steal,stuff,5
steal,child,4
steal,jacket,4
steal,baby,4
steal,shoe,4
steal,wife,4
steal,ability,4
steal,smile,4
steal,food,4
steal,face,4
steal,egg,4
steal,corner,4
steal,information,4
steal,moment,4
steal,cattle,4
steal,pie,3
steal,razor,3
steal,hat,3
steal,idea,3
steal,work,3
steal,peek,3
steal,birthright,3
steal,fruit,3
steam,air,10
steam,glass,6
steeple,finger,31
steer,car,6
steer,course,5
steer,ship,5
steer,horse,5
steer,plane,4
steer,boat,4
step,pace,36
step,foot,24
step,door,15
step,campaign,9
step,beat,6
step,curb,4
stick,head,453
stick,hand,105
stick,tongue,37
stick,finger,26
stick,nose,17
stick,needle,12
stick,window,9
stick,corner,9
stick,lip,9
stick,end,9
stick,top,8
stick,microphone,8
stick,face,8
stick,ass,7
stick,side,7
stick,pod,7
stick,thumb,7
stick,leg,6
stick,arm,6
stick,back,6
stick,shirt,5
stick,foot,5
stick,neck,4
stick,knife,4
stick,bayonet,4
stick,chest,4
stick,dick,3
stick,length,3
stiffen,spine,14
stiffen,limb,4
stiffen,muscle,3
stifle,yawn,9
stifle,sob,4
still,hand,5
still,movement,4
still,tongue,4
stimulate,clit,5
sting,eye,846
sting,face,87
sting,cheek,71
sting,nose,60
sting,back,54
sting,nostril,48
sting,skin,33
sting,corner,18
sting,lung,11
sting,ear,9
sting,throat,8
sting,cut,7
sting,wound,6
sting,lip,5
sting,heart,4
sting,hand,4
sting,foot,3
sting,frog,3
sting,conscience,3
sting,sens,3
stir,hair,207
stir,air,93
stir,memory,61
stir,leaf,57
stir,tree,29
stir,branch,27
stir,dust,25
stir,feeling,24
stir,grass,22
stir,curtain,22
stir,pot,21
stir,blood,17
stir,emotion,15
stir,tendril,12
stir,fire,12
stir,interest,11
stir,sand,10
stir,thing,10
stir,curl,9
stir,cloud,8
stir,smoke,7
stir,passion,7
stir,thought,7
stir,water,7
stir,heart,6
stir,sens,6
stir,desire,6
stir,surface,5
stir,ash,5
stir,appetite,4
stir,top,4
stir,fear,4
stir,wisps,4
stir,feather,4
stir,shadow,4
stir,silence,4
stir,mane,4
stir,longing,4
stir,snow,4
stir,mixture,4
stir,anger,4
stir,dirt,4
stir,mouse,3
stir,strand,3
stir,frond,3
stir,shroud,3
stir,enemy,3
stir,position,3
stir,egg,3
stir,willow,3
stir,recollection,3
stir,legion,3
stir,oak,3
stir,imagination,3
stitch,wound,8
stitch,line,4
stitch,inch,3
stock,shelf,4
stock,favorite,4
stockpile,food,5
stoke,fire,26
stomp,foot,27
stomp,ground,8
stomp,step,6
stomp,floor,4
stomp,hoof,3
stop,car,79
stop,heart,74
stop,inch,43
stop,work,39
stop,mid,36
stop,bullet,30
stop,man,21
stop,movement,20
stop,conversation,19
stop,foot,18
stop,word,18
stop,bleeding,17
stop,breath,14
stop,people,14
stop,game,13
stop,traffic,12
stop,train,12
stop,sentence,12
stop,pace,11
stop,blow,11
stop,motion,11
stop,fight,10
stop,tear,9
stop,fall,9
stop,horse,9
stop,shaking,9
stop,smile,9
stop,moment,8
stop,her,8
stop,couple,8
stop,singing,7
stop,play,6
stop,advance,6
stop,bolt,6
stop,thought,6
stop,beating,6
stop,thing,6
stop,bus,6
stop,distance,5
stop,beat,5
stop,music,4
stop,woman,4
stop,progress,4
stop,cab,4
stop,instant,4
stop,floor,4
stop,playing,4
stop,lip,4
stop,argument,4
stop,breathing,4
stop,thrust,3
stop,lesson,3
stop,bastard,3
stop,tapping,3
stop,life,3
stop,career,3
stop,racing,3
stop,length,3
stop,door,3
stop,bird,3
stop,step,3
stop,shot,3
stop,yard,3
stop,spasm,3
store,information,8
store,energy,5
store,fat,4
store,document,3
storm,wall,9
storm,gate,7
storm,building,4
storm,city,4
storm,door,4
storm,room,4
storm,house,3
stout,bucket,3
stow,gear,4
stow,oar,3
straddle,hip,16
straddle,thigh,10
straddle,body,6
straddle,waist,5
straddle,lap,5
straddle,mine,4
straddle,face,4
straddle,chest,3
straighten,shoulder,21
straighten,jacket,7
straighten,spine,7
straighten,tie,5
straighten,hair,4
straighten,back,4
strain,seam,14
strain,ear,8
strain,fabric,7
strain,eye,6
strain,jean,4
strain,muscle,4
strain,sleeve,4
strain,glass,3
strangle,cock,5
strangle,mother,4
strangle,woman,3
strangle,son,3
strangle,cat,3
strawberry,hair,3
streak,face,219
streak,cheek,148
streak,sky,60
streak,hair,13
streak,window,13
streak,glass,9
streak,version,8
streak,wall,7
streak,back,6
streak,side,4
streak,skin,4
streak,dirt,3
streak,hand,3
streak,floor,3
streak,thigh,3
streak,horizon,3
stream,face,1389
stream,cheek,756
stream,blood,17
stream,tear,16
stream,arm,15
stream,neck,13
stream,body,13
stream,side,10
stream,leg,8
stream,chin,8
stream,eye,7
stream,temple,5
stream,chest,5
stream,banner,4
stream,door,3
stream,shirt,3
stream,shoulder,3
strengthen,bond,11
strengthen,resolve,8
strengthen,wall,5
strengthen,muscle,5
stress,importance,7
stretch,lip,103
stretch,hand,59
stretch,arm,53
stretch,length,50
stretch,mouth,42
stretch,face,30
stretch,leg,29
stretch,neck,28
stretch,shirt,16
stretch,fabric,16
stretch,foot,15
stretch,wing,13
stretch,skin,11
stretch,nerve,10
stretch,pussy,10
stretch,feature,7
stretch,paw,7
stretch,wall,7
stretch,branch,7
stretch,street,6
stretch,cheek,6
stretch,jaw,5
stretch,finger,5
stretch,form,5
stretch,blue,5
stretch,sleeve,4
stretch,moment,4
stretch,story,4
stretch,side,4
stretch,point,4
stretch,shadow,4
stretch,width,4
stretch,door,4
stretch,year,4
stretch,cotton,3
stretch,stiffly,3
stretch,taut,3
stretch,gate,3
stretch,shift,3
stride,walk,3
strike,chord,206
strike,ground,162
strike,home,155
strike,wall,108
strike,hour,107
strike,face,102
strike,midnight,82
strike,blow,74
strike,floor,67
strike,tree,49
strike,tune,49
strike,rock,43
strike,nerve,41
strike,chest,41
strike,side,40
strike,shoulder,39
strike,stone,39
strike,man,39
strike,note,35
strike,eye,32
strike,terror,32
strike,earth,29
strike,target,29
strike,fear,29
strike,shield,28
strike,head,27
strike,door,27
strike,heart,25
strike,quarter,25
strike,ship,24
strike,pavement,24
strike,edge,23
strike,spark,22
strike,back,22
strike,water,21
strike,surface,17
strike,cheek,16
strike,waltz,16
strike,nostril,16
strike,hull,16
strike,metal,15
strike,ear,14
strike,wood,14
strike,window,14
strike,center,13
strike,bone,13
strike,skin,13
strike,flesh,13
strike,match,13
strike,air,13
strike,top,12
strike,bottom,12
strike,song,12
strike,table,12
strike,steel,11
strike,neck,11
strike,family,11
strike,noon,10
strike,number,9
strike,creature,9
strike,chill,9
strike,body,8
strike,dance,8
strike,hand,8
strike,barrier,8
strike,law,8
strike,cord,8
strike,time,8
strike,conversation,8
strike,spot,8
strike,beat,8
strike,woman,7
strike,deal,7
strike,sand,7
strike,mark,7
strike,jaw,7
strike,object,7
strike,arm,6
strike,square,6
strike,ceiling,6
strike,march,6
strike,thigh,6
strike,building,6
strike,friendship,6
strike,frame,6
strike,dirt,6
strike,mine,6
strike,glint,6
strike,pose,6
strike,helmet,6
strike,glass,6
strike,chime,6
strike,house,6
strike,leg,6
strike,roof,6
strike,anthem,5
strike,boss,5
strike,place,5
strike,branch,5
strike,rail,5
strike,fire,5
strike,corner,5
strike,temple,5
strike,front,5
strike,horse,5
strike,troll,5
strike,artery,4
strike,fancy,4
strike,gladiator,4
strike,camp,4
strike,armor,4
strike,primer,4
strike,nose,4
strike,foot,4
strike,sea,4
strike,trunk,4
strike,victim,4
strike,hip,4
strike,windshield,4
strike,melody,4
strike,rendition,4
strike,master,4
strike,balance,4
strike,archer,4
strike,tent,4
strike,friend,4
strike,boulder,4
strike,planet,4
strike,bar,4
strike,demon,4
strike,bell,3
strike,half,3
strike,pyramid,3
strike,overture,3
strike,forehead,3
strike,line,3
strike,church,3
strike,abrasion,3
strike,board,3
strike,summon,3
strike,pocket,3
strike,hail,3
strike,transformer,3
strike,railing,3
strike,teenager,3
strike,step,3
strike,throat,3
strike,masonry,3
strike,none,3
strike,mast,3
strike,reef,3
strike,part,3
strike,car,3
strike,screen,3
strike,day,3
strike,mass,3
strike,iceberg,3
strike,skull,3
strike,nonhuman,3
strike,chamber,3
strike,nipple,3
strike,gavel,3
strike,horizon,3
string,tape,9
string,bow,8
string,wire,3
strip,clothe,18
strip,shirt,9
strip,clothing,7
strip,flesh,6
strip,gold,5
strip,strength,4
strip,tree,4
strip,leaf,4
strip,pelt,3
stroke,hair,268
stroke,cheek,179
stroke,back,90
stroke,skin,85
stroke,arm,67
stroke,face,58
stroke,head,44
stroke,thigh,43
stroke,side,43
stroke,chin,41
stroke,lip,40
stroke,beard,39
stroke,nipple,38
stroke,clit,37
stroke,her,34
stroke,cock,33
stroke,chest,30
stroke,shoulder,28
stroke,neck,27
stroke,leg,27
stroke,inside,27
stroke,jaw,23
stroke,length,22
stroke,hand,20
stroke,breast,20
stroke,flesh,20
stroke,body,20
stroke,underside,18
stroke,belly,18
stroke,forehead,17
stroke,top,16
stroke,curl,14
stroke,curve,14
stroke,palm,14
stroke,brow,13
stroke,mine,13
stroke,fold,11
stroke,trigger,11
stroke,nape,10
stroke,stomach,9
stroke,spine,9
stroke,hip,9
stroke,fur,9
stroke,line,8
stroke,place,8
stroke,ear,8
stroke,wrist,8
stroke,pussy,8
stroke,shaft,8
stroke,cheekbone,7
stroke,circle,7
stroke,edge,7
stroke,ass,6
stroke,knuckle,6
stroke,surface,6
stroke,finger,6
stroke,sex,6
stroke,air,6
stroke,mustache,6
stroke,wall,6
stroke,flank,5
stroke,muscle,5
stroke,waist,5
stroke,softness,5
stroke,fabric,5
stroke,nose,4
stroke,front,4
stroke,sky,4
stroke,dick,4
stroke,goatee,4
stroke,spot,4
stroke,point,4
stroke,bottom,4
stroke,inch,4
stroke,woman,4
stroke,labia,3
stroke,penis,3
stroke,mouth,3
stroke,bead,3
stroke,sac,3
stroke,tip,3
stroke,book,3
stroke,calf,3
stroke,scalp,3
stroke,hilt,3
stroke,corner,3
stroke,ab,3
stroke,wetness,3
stroll,hand,12
stroll,sidewalk,6
stroll,arm,4
stroll,face,3
strum,guitar,6
strum,nipple,4
strum,clit,4
strum,chord,3
strut,stuff,8
strut,street,3
stub,cigarette,22
stud,wall,4
stud,sky,3
study,face,165
study,screen,14
study,mine,14
study,man,10
study,picture,10
study,map,9
study,feature,8
study,her,7
study,medicine,6
study,scene,6
study,body,6
study,effect,5
study,eye,5
study,matter,5
study,card,5
study,move,5
study,board,4
study,file,4
study,friend,4
study,profile,4
study,floor,4
study,group,4
study,paper,4
study,expression,4
study,sky,4
study,history,4
study,photograph,4
study,coin,3
study,mystery,3
