subject,verb,object,count
tapestry,cover,wall,31
tapestry,adorn,wall,15
tapestry,line,wall,11
tapestry,depict,scene,10
taste,fill,mouth,222
taste,flood,mouth,32
taste,hit,tongue,25
taste,coat,tongue,21
taste,fill,sens,19
tattoo,cover,arm,12
teacher,ask,class,10
teacher,ask,question,10
team,make,way,33
team,win,game,29
team,have,chance,22
team,win,championship,21
team,have,time,20
team,take,field,17
team,work,way,15
team,score,goal,15
team,lose,game,14
team,take,care,14
team,take,position,14
team,have,player,12
team,play,game,12
team,get,point,10
team,begin,work,10
tear,fill,eye,1485
tear,roll,cheek,1277
tear,stream,face,1234
tear,stream,cheek,736
tear,sting,eye,577
tear,run,cheek,487
tear,roll,face,428
tear,burn,eye,310
tear,trickle,cheek,306
tear,prick,eye,306
tear,run,face,296
tear,blur,vision,277
tear,spill,cheek,249
tear,slide,cheek,237
tear,flood,eye,221
tear,streak,face,160
tear,flow,cheek,146
tear,streak,cheek,131
tear,pour,face,130
tear,pour,cheek,125
tear,escape,eye,108
tear,course,cheek,103
tear,flow,face,91
tear,blur,eye,89
tear,trickle,face,87
tear,slide,face,74
tear,burn,back,68
tear,track,cheek,66
tear,drip,cheek,61
tear,slip,cheek,59
tear,prick,back,59
tear,spill,face,53
tear,clog,throat,52
tear,fall,cheek,46
tear,sting,back,46
tear,cloud,vision,46
tear,course,face,41
tear,cloud,eye,40
tear,ste,eye,39
tear,trail,cheek,38
tear,prickle,eye,37
tear,make,way,36
tear,mist,eye,36
tear,wet,cheek,33
tear,prick,corner,33
tear,drip,face,30
tear,stain,cheek,28
tear,prick,eyelid,25
tear,wash,face,24
tear,leave,eye,23
tear,escape,corner,23
tear,cascade,cheek,23
tear,burn,cheek,23
tear,flood,cheek,23
tear,track,face,22
tear,leak,cheek,21
tear,find,way,21
tear,dribble,cheek,20
tear,threaten,eye,20
tear,sting,corner,18
tear,stain,face,18
tear,soak,shirt,18
tear,brim,eye,18
tear,escape,cheek,17
tear,race,cheek,17
tear,tumble,cheek,16
tear,make,track,16
tear,rim,eye,16
tear,flood,face,16
tear,wet,eye,15
tear,rush,cheek,15
tear,scald,eye,15
tear,moisten,eye,15
tear,trail,face,15
tear,overflow,eye,14
tear,scald,cheek,14
tear,soak,cheek,14
tear,brighten,eye,14
tear,hit,eye,13
tear,glaze,eye,13
tear,roll,side,12
tear,drip,chin,12
tear,creep,cheek,12
tear,touch,eye,12
tear,slip,face,11
tear,have,effect,11
tear,fall,face,11
tear,wet,face,11
tear,blur,sight,11
tear,cover,face,11
tear,work,way,10
tear,film,eye,10
tear,break,heart,10
tear,burn,throat,10
tear,give,way,10
tear,wet,shirt,10
teaspoon,crush,flake,16
teaspoon,grind,pepper,10
technician,shake,head,10
temp,genoux,solaire,28
temperature,drop,degree,173
temperature,reach,degree,40
temperature,rise,degree,28
temperature,hover,degree,11
temperature,hit,degree,10
temperature,shoot,degree,10
tenderness,bring,tear,11
tendril,frame,face,18
tension,leave,body,115
tension,leave,shoulder,33
tension,fill,air,28
tension,leave,face,21
tension,fill,room,19
tension,ratchet,notch,13
tension,reach,point,13
tension,give,way,11
tension,thicken,air,10
term,have,meaning,14
terror,fill,eye,16
terror,grip,heart,11
terror,give,way,10
terror,take,hold,10
test,take,place,26
thank,roll,eye,10
theft,take,place,16
theory,make,sense,61
theory,hold,water,18
theory,have,hole,11
thermometer,read,degree,23
thief,shake,head,11
thigh,meet,hip,10
thigh,touch,her,10
thing,make,sense,296
thing,take,time,268
thing,take,turn,177
thing,have,way,141
thing,take,place,84
thing,take,care,62
thing,turn,way,60
thing,take,course,54
thing,weigh,ton,44
thing,have,power,39
thing,run,course,35
thing,take,minute,33
thing,get,dicey,33
thing,shake,head,31
thing,make,difference,30
thing,make,noise,30
thing,find,way,28
thing,reach,point,27
thing,weigh,pound,27
thing,have,effect,26
thing,have,chance,24
thing,have,name,24
thing,have,habit,22
thing,have,meaning,21
thing,take,second,21
thing,work,way,19
thing,save,life,19
thing,have,time,18
thing,cost,money,18
thing,have,mind,18
thing,open,eye,16
thing,cross,mind,15
thing,have,kind,15
thing,catch,eye,15
thing,catch,attention,15
thing,have,place,15
thing,have,idea,14
thing,have,eye,14
thing,give,creep,14
thing,change,deal,14
thing,have,purpose,14
thing,have,value,13
thing,make,sound,13
thing,take,shape,13
thing,take,while,13
thing,have,head,12
thing,break,heart,12
thing,give,headache,12
thing,have,tendency,12
thing,make,impression,12
thing,cost,dollar,12
thing,open,mouth,12
thing,roll,eye,12
thing,take,lot,11
thing,take,breath,11
thing,kill,people,11
thing,cost,fortune,11
thing,give,pleasure,11
thing,reach,pass,11
thing,make,love,11
thing,have,life,11
thing,have,lot,10
thing,give,hope,10
thing,mean,lot,10
thing,give,way,10
thing,happen,thing,10
thing,have,face,10
thing,have,tooth,10
thing,turn,head,10
thing,have,leg,10
thing,break,way,10
thing,take,hold,10
thing,have,potential,10
thinking,save,life,15
thought,cross,mind,1423
thought,enter,mind,301
thought,enter,head,147
thought,bring,smile,117
thought,send,shiver,106
thought,fill,mind,83
thought,send,chill,80
thought,turn,stomach,77
thought,give,pause,66
thought,make,shudder,65
thought,leave,mind,63
thought,make,smile,60
thought,fill,head,58
thought,make,crawl,57
thought,bring,tear,50
thought,take,hold,49
thought,flee,mind,45
thought,make,sense,38
thought,break,heart,38
thought,give,feeling,34
thought,flood,mind,33
thought,give,chill,31
thought,make,water,29
thought,give,strength,29
thought,give,comfort,29
thought,have,power,28
thought,make,race,28
thought,give,pleasure,28
thought,send,wave,28
thought,leave,head,27
thought,hold,appeal,26
thought,send,shudder,26
thought,send,thrill,26
thought,invade,mind,26
thought,take,shape,26
thought,make,heart,26
thought,make,queasy,26
thought,occupy,mind,26
thought,leave,taste,25
thought,make,boil,25
thought,take,root,24
thought,scar,hell,24
thought,give,way,24
thought,take,breath,23
thought,have,effect,22
thought,make,clench,21
thought,send,jolt,21
thought,have,appeal,21
thought,give,shiver,21
thought,fly,window,20
thought,take,turn,20
thought,give,pang,19
thought,bring,comfort,19
thought,send,pang,18
thought,bring,wave,18
thought,have,time,17
thought,scar,shit,17
thought,give,thrill,17
thought,send,surge,16
thought,scar,crap,16
thought,send,rush,16
thought,crowd,mind,15
thought,have,place,15
thought,cause,pain,15
thought,make,chest,15
thought,make,wince,15
thought,bring,rush,15
thought,bring,memory,14
thought,give,courage,14
thought,make,cringe,14
thought,warm,heart,13
thought,make,blush,13
thought,give,creep,13
thought,bring,image,13
thought,leave,feeling,13
thought,bring,pain,13
thought,make,way,13
thought,put,smile,13
thought,give,satisfaction,12
thought,enter,brain,12
thought,twist,gut,12
thought,bring,lump,12
thought,worm,way,11
thought,give,headache,11
thought,give,idea,11
thought,make,churn,11
thought,find,way,11
thought,flood,brain,11
thought,give,peace,11
thought,make,laugh,11
thought,set,tooth,11
thought,take,place,11
thought,turn,direction,11
thought,plague,mind,10
thought,take,form,10
thought,make,knot,10
thought,follow,path,10
thought,give,rise,10
thought,bring,sense,10
thought,lift,spirit,10
thought,turn,blood,10
thought,fill,heart,10
thought,bring,pang,10
thought,send,ripple,10
thought,bring,pleasure,10
thought,sour,stomach,10
thousand,lose,life,10
threat,have,effect,36
threat,carry,weight,17
throat,make,sound,18
throat,clamp,shut,10
thumb,stroke,cheek,54
thumb,caress,cheek,45
thumb,circle,clit,38
thumb,brush,cheek,35
thumb,brush,nipple,30
thumb,trace,circle,30
thumb,make,circle,29
thumb,stroke,skin,28
thumb,circle,nipple,26
thumb,trace,lip,24
thumb,brush,lip,24
thumb,find,clit,24
thumb,stroke,nipple,23
thumb,draw,circle,21
thumb,rub,circle,20
thumb,trace,line,20
thumb,wipe,tear,19
thumb,stroke,back,19
thumb,tease,nipple,18
thumb,graze,nipple,18
thumb,caress,skin,17
thumb,caress,lip,17
thumb,rub,nipple,16
thumb,stroke,lip,15
thumb,hit,button,15
thumb,brush,tear,15
thumb,rub,clit,14
thumb,brush,underside,13
thumb,stroke,clit,13
thumb,find,nipple,13
thumb,graze,lip,11
thumb,trace,cheekbone,10
thumb,caress,back,10
thumb,brush,clit,10
thumb,trace,pattern,10
thumb,massage,clit,10
thunder,rattle,window,18
thunder,shake,ground,14
thunder,shake,earth,12
thunder,fill,air,11
tide,turn,favor,12
tiger,change,stripe,10
tile,cover,floor,21
time,heal,wound,140
time,have,meaning,84
time,lose,meaning,58
time,have,way,40
time,take,toll,40
time,give,chance,30
time,take,care,30
time,make,difference,25
time,play,trick,19
time,near,end,17
time,give,opportunity,15
time,change,thing,13
time,give,perspective,13
time,have,effect,12
time,give,time,12
time,require,measure,12
time,shake,head,12
time,catch,breath,12
time,open,eye,11
timing,make,sense,14
tingle,race,spine,11
tingle,run,arm,11
tip,make,contact,19
tip,touch,lip,16
tip,hit,back,15
tip,pierce,skin,15
tip,touch,ground,13
tip,touch,skin,13
tip,glow,red,12
tire,spit,gravel,16
tire,lose,traction,11
tire,make,sound,10
tit,ronde,lourd,28
title,contain,language,22
title,approve,paper,11
title,catch,eye,10
title,have,meaning,10
today,mark,beginning,10
toe,touch,floor,54
toe,touch,ground,51
tomorrow,take,care,20
tone,leave,room,72
tone,brook,argument,67
tone,leave,doubt,54
tone,catch,attention,29
tone,send,chill,29
tone,hold,edge,28
tone,send,shiver,25
tone,have,effect,24
tone,hold,note,23
tone,hold,hint,22
tone,take,edge,22
tone,have,edge,21
tone,belie,word,21
tone,enter,voice,19
tone,give,pause,18
tone,fill,ear,16
tone,take,note,15
tone,hold,warning,15
tone,speak,volume,15
tone,make,smile,14
tone,lack,conviction,13
tone,have,quality,13
tone,give,way,13
tone,draw,attention,13
tone,set,tooth,11
tone,drip,sarcasm,11
tone,match,word,10
tone,match,expression,10
tongue,invade,mouth,97
tongue,explore,mouth,87
tongue,enter,mouth,83
tongue,part,lip,63
tongue,lick,lip,63
tongue,touch,lip,49
tongue,trace,lip,44
tongue,circle,nipple,36
tongue,fill,mouth,34
tongue,plunder,mouth,34
tongue,probe,mouth,32
tongue,touch,her,32
tongue,stroke,her,30
tongue,tease,lip,29
tongue,wet,lip,29
tongue,find,clit,28
tongue,find,way,28
tongue,trace,outline,26
tongue,circle,clit,26
tongue,trace,line,25
tongue,force,way,24
tongue,trace,seam,23
tongue,find,her,22
tongue,moisten,lip,21
tongue,work,magic,21
tongue,make,contact,20
tongue,seek,entrance,19
tongue,trace,path,19
tongue,flick,clit,19
tongue,penetrate,mouth,18
tongue,lave,nipple,18
tongue,stroke,lip,18
tongue,make,circle,17
tongue,caress,lip,17
tongue,make,way,17
tongue,demand,entrance,16
tongue,work,way,16
tongue,trace,circle,15
tongue,lick,face,15
tongue,find,mine,14
tongue,meet,her,14
tongue,touch,skin,13
tongue,touch,mine,13
tongue,stroke,mine,13
tongue,meet,mine,12
tongue,trace,pattern,12
tongue,run,length,12
tongue,brush,lip,12
tongue,flick,nipple,11
tongue,tease,clit,11
tongue,claim,mouth,10
tongue,trace,curve,10
tongue,touch,clit,10
tongue,circle,lip,10
tongue,tease,nipple,10
tongue,draw,circle,10
tongue,taste,air,10
tongue,replace,finger,10
tongue,find,spot,10
tongue,work,clit,10
tongue,form,word,10
tongue,graze,lip,10
tooth,graze,skin,55
tooth,break,skin,37
tooth,worry,lip,35
tooth,catch,lip,35
tooth,graze,lip,30
tooth,graze,neck,23
tooth,scrap,skin,21
tooth,bite,lip,19
tooth,scrap,lip,18
tooth,nip,lip,17
tooth,pierce,skin,15
tooth,pierce,flesh,15
tooth,graze,earlobe,13
tooth,graze,nipple,13
tooth,graze,flesh,13
tooth,penetrate,skin,10
top,reach,chin,28
top,reach,shoulder,25
torch,give,light,15
torch,light,way,13
torch,cast,shadow,12
torch,throw,shadow,11
torch,light,room,10
touch,send,shiver,79
touch,send,tingle,33
touch,send,wave,30
touch,have,effect,23
touch,send,chill,21
touch,send,thrill,20
touch,make,jump,18
touch,send,shock,17
touch,send,spark,15
touch,have,power,15
touch,send,heat,14
touch,send,bolt,13
touch,send,jolt,13
touch,burn,skin,12
touch,give,strength,11
touch,enter,voice,11
touch,send,sensation,10
touch,sear,skin,10
tourist,take,picture,12
towel,round,waist,12
town,have,wall,13
town,have,people,12
town,have,name,11
town,have,lot,10
town,have,way,10
trace,cross,face,15
trader,shake,head,10
tragedy,strike,family,11
train,leave,station,72
train,pick,speed,59
train,gather,speed,19
train,make,stop,16
train,leave,time,15
train,enter,station,11
train,reach,station,10
train,round,bend,10
training,take,place,18
transaction,take,place,39
transfer,take,place,37
transformation,take,place,69
transition,take,place,12
traver,shake,head,10
treatment,have,effect,12
tree,give,way,93
tree,cast,shadow,48
tree,block,view,36
tree,line,side,28
tree,line,street,25
tree,provide,cover,22
tree,lose,leaf,22
tree,bear,fruit,22
tree,have,leaf,22
tree,provide,shade,22
tree,have,branch,17
tree,shed,leaf,17
tree,catch,fire,17
tree,throw,shadow,16
tree,line,road,16
tree,offer,protection,15
tree,spread,branch,15
tree,drop,leaf,14
tree,have,eye,14
tree,dot,landscape,14
tree,form,canopy,13
tree,obscure,view,13
tree,cast,shade,12
tree,line,path,11
tree,offer,shade,11
tree,take,root,11
tree,have,trunk,10
tree,give,shade,10
tremor,shake,body,52
tremor,rack,body,26
tremor,wrack,body,21
tremor,shake,ground,14
trial,take,place,70
trickle,make,way,18
trickle,find,way,11
trio,make,way,27
trio,exchange,look,10
trip,take,hour,81
trip,take,minute,69
trip,take,day,44
trip,take,time,18
trip,take,place,16
trip,take,toll,15
trip,take,month,14
trip,take,year,14
trip,give,time,14
trip,take,turn,14
trip,take,week,13
trip,shake,head,11
troop,cross,border,13
troop,take,position,12
troop,open,fire,11
trouble,have,way,10
trouser,round,ankle,15
truck,pick,speed,28
truck,make,turn,16
truck,turn,corner,13
truck,hit,bump,12
truck,round,corner,12
truck,have,tire,10
truck,make,way,10
truck,block,road,10
trust,take,time,10
truth,have,way,18
twin,shake,head,14
twin,exchange,glance,11
twinkle,light,eye,33
ty,shake,head,28
ukazuje,vašem,životě,17
uncertainty,fill,eye,11
uncle,shake,head,32
uncle,take,care,13
uncle,tell,story,10
understanding,cross,face,10
une,choose,trompeuse,28
union,take,place,15
universe,have,plan,15
universe,make,sense,10
urge,take,hold,12
usmíval,oči,škodlivě,17
valet,open,door,41
valet,bring,car,19
vampire,drink,blood,20
vampire,have,sense,19
vampire,have,ability,14
vampire,exchange,glance,14
vampire,need,blood,14
vampire,take,step,13
vampire,take,blood,11
vampire,have,trouble,11
vampire,have,soul,11
vampire,shake,head,10
vampire,have,fang,10
varanu,shake,head,11
vehicle,pick,speed,13
vehicle,make,way,13
vehicle,make,turn,12
vehicle,turn,corner,10
veil,cover,face,17
vibration,send,wave,10
victim,have,time,13
victim,have,chance,11
victim,have,connection,10
view,take,breath,22
village,have,name,11
vime,give,look,11
vine,cover,wall,10
violence,take,place,11
virus,take,hold,16
virus,have,effect,10
vision,fill,mind,44
vision,fill,head,23
vision,catch,sight,11
vision,enter,mind,10
visit,take,place,43
visit,have,effect,12
visitor,shake,head,10
voice,take,tone,445
voice,have,edge,330
voice,fill,room,286
voice,call,name,252
voice,take,edge,231
voice,interrupt,thought,221
voice,hold,note,219
voice,break,silence,211
voice,have,quality,185
voice,have,tone,163
voice,drop,octave,146
voice,hold,edge,123
voice,take,quality,115
voice,take,note,115
voice,send,shiver,114
voice,hold,hint,108
voice,fill,ear,105
voice,draw,attention,100
voice,reach,ear,100
voice,rise,octave,96
voice,make,jump,93
voice,hold,tone,88
voice,catch,attention,85
voice,fill,head,83
voice,have,sound,81
voice,fill,air,75
voice,have,note,67
voice,have,accent,59
voice,lose,edge,52
voice,grow,fainter,52
voice,come,whisper,49
voice,break,spell,47
voice,have,ring,47
voice,hold,trace,47
voice,raise,octave,46
voice,have,effect,45
voice,send,chill,45
voice,sound,raspy,44
voice,say,name,42
voice,have,lilt,42
voice,answer,phone,40
voice,ask,question,39
voice,speak,word,38
voice,gain,strength,37
voice,have,hint,36
voice,speak,name,36
voice,betray,emotion,35
voice,drip,sarcasm,35
voice,lack,conviction,35
voice,fill,mind,35
voice,brook,argument,33
voice,fill,silence,32
voice,hold,warning,32
voice,carry,edge,31
voice,grow,quieter,31
voice,fill,car,31
voice,pull,attention,31
voice,fill,space,31
voice,penetrate,thought,30
voice,make,sound,30
voice,have,timbre,30
voice,have,power,30
voice,rise,notch,29
voice,tickle,ear,29
voice,carry,note,28
voice,say,word,28
voice,carry,hint,27
voice,carry,weight,27
